Reading;Sample;Start Time;Duration;Max Time;Max;Average;Min Time;Min;Description;Stop Time;Max;;Tiempo (s);Is(A);Ps (W);Wh;<Is> (A);;;;;;;;;;
212;Sample;0.1873;40:24.8;0.180866667;;;;;;;;;;;;;;;;;;;;;;;
212;Min;0.1772;40:28.7;;;;;;;;;;;;;;;;;;;;;;;;
212;Max;0.1938;40:30.2;;;;;;;;;;;;;;;;;;;;;;;;
213;Sample;0.1791;40:30.6;0.180612195;;;;;;;;;;;;;;;;;;;;;;;
213;Min;0.1776;40:34.0;;;;;;;;;;;;;;;;;;;;;;;;
213;Max;0.1862;40:34.2;;;;;;;;;;;;;;;;;;;;;;;;
214;Sample;0.7041;40:34.7;0.45695;;;;;;;;;;;;;;;;;;;;;;;
214;Max;0.7041;40:34.7;;;;;;;;;;;;;;;;;;;;;;;;
214;Min;0.2098;40:34.8;;;;;;;;;;;;;;;;;;;;;;;;
215;Sample;0.1788;40:34.9;0.180014286;;;;;;;;;;;;;;;;;;;;;;;
215;Max;0.188;40:37.8;;;;;;;;;;;;;;;;;;;;;;;;
215;Min;0.1772;40:39.5;;;;;;;;;;;;;;;;;;;;;;;;
216;Sample;0.1776;40:40.6;0.180507895;;;;;;;;;;;;;;;;;;;;;;;
216;Min;0.1776;40:40.6;;;;;;;;;;;;;;;;;;;;;;;;
216;Max;0.1841;40:42.1;;;;;;;;;;;;;;;;;;;;;;;;
217;Sample;0.2111;40:44.8;0.32215;;;;;;;;;;;;;;;;;;;;;;;
217;Min;0.2111;40:44.8;;;;;;;;;;;;;;;;;;;;;;;;
217;Max;0.4332;40:44.9;;;;;;;;;;;;;;;;;;;;;;;;
218;Sample;0.1854;40:45.0;0.180196364;;;;;;;;;;;;;;;;;;;;;;;
218;Min;0.1775;40:45.2;;;;;;;;;;;;;;;;;;;;;;;;
218;Max;0.1859;40:49.8;;;;;;;;;;;;;;;;;;;;;;;;
219;Sample;0.1787;40:50.5;0.180358333;;;;;;;;;;;;;;;;;;;;;;;
219;Min;0.1771;40:56.7;;;;;;;;;;;;;;;;;;;;;;;;
219;Max;0.1896;40:59.3;;;;;;;;;;;;;;;;;;;;;;;;
220;Sample;0.1786;41:00.6;0.180102222;;;;;;;;;;;;;;;;;;;;;;;
220;Min;0.1774;41:02.6;;;;;;;;;;;;;;;;;;;;;;;;
220;Max;0.1868;41:03.1;;;;;;;;;;;;;;;;;;;;;;;;
221;Sample;0.506;41:05.1;0.506;;;;;;;;;;;;;;;;;;;;;;;
221;Max;0.506;41:05.1;;;;;;;;;;;;;;;;;;;;;;;;
221;Min;0.506;41:05.1;;;;;;;;;;;;;;;;;;;;;;;;
222;Sample;0.1917;41:05.2;0.180213333;;;;;;;;;;;;;;;;;;;;;;;
222;Max;0.1917;41:05.2;;;;;;;;;;;;;;;;;;;;;;;;
222;Min;0.1773;41:08.3;;;;;;;;;;;;;;;;;;;;;;;;
223;Sample;0.2348;41:10.1;0.2348;;;;;;;;;;;;;;;;;;;;;;;
223;Max;0.2348;41:10.1;;;;;;;;;;;;;;;;;;;;;;;;
223;Min;0.2348;41:10.1;;;;;;;;;;;;;;;;;;;;;;;;
224;Sample;0.1827;41:10.2;0.1796;;;;;;;;;;;;;;;;;;;;;;;
224;Max;0.1827;41:10.2;;;;;;;;;;;;;;;;;;;;;;;;
224;Min;0.178;41:10.4;;;;;;;;;;;;;;;;;;;;;;;;
225;Sample;0.1781;41:10.5;0.180517204;;;;;;;;;;;;;;;;;;;;;;;
225;Min;0.1759;41:15.2;;;;;;;;;;;;;;;;;;;;;;;;
225;Max;0.1869;41:17.8;;;;;;;;;;;;;;;;;;;;;;;;
226;Sample;0.3205;41:20.3;0.3205;;;;;;;;;;;;;;;;;;;;;;;
226;Max;0.3205;41:20.3;;;;;;;;;;;;;;;;;;;;;;;;
226;Min;0.3205;41:20.3;;;;;;;;;;;;;;;;;;;;;;;;
227;Sample;0.1817;41:20.4;0.17985;;;;;;;;;;;;;;;;;;;;;;;
227;Max;0.1817;41:20.4;;;;;;;;;;;;;;;;;;;;;;;;
227;Min;0.178;41:20.5;;;;;;;;;;;;;;;;;;;;;;;;
228;Sample;0.1774;41:20.6;0.180525773;;;;;;;;;;;;;;;;;;;;;;;
228;Min;0.1774;41:20.6;;;;;;;;;;;;;;;;;;;;;;;;
228;Max;0.1919;41:29.9;;;;;;;;;;;;;;;;;;;;;;;;
229;Sample;0.8056;41:30.4;0.8056;;;;;;;;;;;;;;;;;;;;;;;
229;Max;0.8056;41:30.4;;;;;;;;;;;;;;;;;;;;;;;;
229;Min;0.8056;41:30.4;;;;;;;;;;;;;;;;;;;;;;;;
230;Sample;0.2653;41:30.5;0.2653;;;;;;;;;;;;;;;;;;;;;;;
230;Max;0.2653;41:30.5;;;;;;;;;;;;;;;;;;;;;;;;
230;Min;0.2653;41:30.5;;;;;;;;;;;;;;;;;;;;;;;;
231;Sample;0.1817;41:30.6;0.180526316;;;;;;;;;;;;;;;;;;;;;;;
231;Max;0.1903;41:32.1;;;;;;;;;;;;;;;;;;;;;;;;
231;Min;0.1772;41:32.3;;;;;;;;;;;;;;;;;;;;;;;;
232;Sample;0.6518;41:40.5;0.42595;;;;;;;;;;;;;;;;;;;;;;;
232;Max;0.6518;41:40.5;;;;;;;;;;;;;;;;;;;;;;;;
232;Min;0.2001;41:40.6;;;;;;;;;;;;;;;;;;;;;;;;
233;Sample;0.1808;41:40.7;0.180296809;;;;;;;;;;;;;;;;;;;;;;;
233;Max;0.186;41:40.8;;;;;;;;;;;;;;;;;;;;;;;;
233;Min;0.1769;41:45.6;;;;;;;;;;;;;;;;;;;;;;;;
234;Sample;0.2611;41:50.6;0.2826;;;;;;;;;;;;;;;;;;;;;;;
234;Min;0.2611;41:50.6;;;;;;;;;;;;;;;;;;;;;;;;
234;Max;0.3041;41:50.7;;;;;;;;;;;;;;;;;;;;;;;;
235;Sample;0.1888;41:50.8;0.180353061;;;;;;;;;;;;;;;;;;;;;;;
235;Max;0.1888;41:50.8;;;;;;;;;;;;;;;;;;;;;;;;
235;Min;0.1775;41:55.6;;;;;;;;;;;;;;;;;;;;;;;;
236;Sample;0.2097;41:55.7;0.2097;;;;;;;;;;;;;;;;;;;;;;;
236;Max;0.2097;41:55.7;;;;;;;;;;;;;;;;;;;;;;;;
236;Min;0.2097;41:55.7;;;;;;;;;;;;;;;;;;;;;;;;
237;Sample;0.183;41:55.8;0.18024186;;;;;;;;;;;;;;;;;;;;;;;
237;Min;0.178;41:56.0;;;;;;;;;;;;;;;;;;;;;;;;
237;Max;0.1842;41:58.8;;;;;;;;;;;;;;;;;;;;;;;;
238;Sample;0.1779;42:00.5;0.18095;;;;;;;;;;;;;;;;;;;;;;;
238;Min;0.1779;42:00.5;;;;;;;;;;;;;;;;;;;;;;;;
238;Max;0.1887;42:03.1;;;;;;;;;;;;;;;;;;;;;;;;
239;Sample;0.6623;42:05.8;0.4414;;;;;;;;;;;;;;;;;;;;;;;
239;Max;0.6623;42:05.8;;;;;;;;;;;;;;;;;;;;;;;;
239;Min;0.2205;42:05.9;;;;;;;;;;;;;;;;;;;;;;;;
240;Sample;0.1789;42:06.0;0.179928571;;;;;;;;;;;;;;;;;;;;;;;
240;Min;0.1774;42:07.0;;;;;;;;;;;;;;;;;;;;;;;;
240;Max;0.1863;42:09.8;;;;;;;;;;;;;;;;;;;;;;;;
241;Sample;0.1817;42:10.6;0.180366038;;;;;;;;;;;;;;;;;;;;;;;
241;Max;0.186;42:10.8;;;;;;;;;;;;;;;;;;;;;;;;
241;Min;0.1774;42:12.2;;;;;;;;;;;;;;;;;;;;;;;;
242;Sample;0.6338;42:15.9;0.6338;;;;;;;;;;;;;;;;;;;;;;;
242;Max;0.6338;42:15.9;;;;;;;;;;;;;;;;;;;;;;;;
242;Min;0.6338;42:15.9;;;;;;;;;;;;;;;;;;;;;;;;
243;Sample;0.1967;42:16.0;0.180722222;;;;;;;;;;;;;;;;;;;;;;;
243;Max;0.1967;42:16.0;;;;;;;;;;;;;;;;;;;;;;;;
243;Min;0.1775;42:18.1;;;;;;;;;;;;;;;;;;;;;;;;
244;Sample;0.1796;42:20.6;0.19406;;;;;;;;;;;;;;;;;;;;;;;
244;Min;0.1795;42:20.9;;;;;;;;;;;;;;;;;;;;;;;;
244;Max;0.2464;42:21.0;;;;;;;;;;;;;;;;;;;;;;;;
245;Sample;0.1853;42:21.1;0.180215556;;;;;;;;;;;;;;;;;;;;;;;
245;Min;0.1778;42:23.7;;;;;;;;;;;;;;;;;;;;;;;;
245;Max;0.1929;42:24.1;;;;;;;;;;;;;;;;;;;;;;;;
246;Sample;0.3451;42:26.0;0.3217;;;;;;;;;;;;;;;;;;;;;;;
246;Max;0.3451;42:26.0;;;;;;;;;;;;;;;;;;;;;;;;
246;Min;0.2983;42:26.1;;;;;;;;;;;;;;;;;;;;;;;;
247;Sample;0.1842;42:26.2;0.180655814;;;;;;;;;;;;;;;;;;;;;;;
247;Max;0.1884;42:27.3;;;;;;;;;;;;;;;;;;;;;;;;
247;Min;0.1775;42:29.6;;;;;;;;;;;;;;;;;;;;;;;;
248;Sample;0.1821;42:30.5;0.184928571;;;;;;;;;;;;;;;;;;;;;;;
248;Min;0.1776;42:30.9;;;;;;;;;;;;;;;;;;;;;;;;
248;Max;0.2181;42:31.1;;;;;;;;;;;;;;;;;;;;;;;;
249;Sample;0.1812;42:31.2;0.180324444;;;;;;;;;;;;;;;;;;;;;;;
249;Max;0.1854;42:31.8;;;;;;;;;;;;;;;;;;;;;;;;
249;Min;0.1775;42:35.3;;;;;;;;;;;;;;;;;;;;;;;;
250;Sample;0.7117;42:36.2;0.4601;;;;;;;;;;;;;;;;;;;;;;;
250;Max;0.7117;42:36.2;;;;;;;;;;;;;;;;;;;;;;;;
250;Min;0.2085;42:36.3;;;;;;;;;;;;;;;;;;;;;;;;
251;Sample;0.1809;42:36.4;0.180904762;;;;;;;;;;;;;;;;;;;;;;;
251;Min;0.1785;42:38.4;;;;;;;;;;;;;;;;;;;;;;;;
251;Max;0.1885;42:38.6;;;;;;;;;;;;;;;;;;;;;;;;
252;Sample;0.1811;42:40.6;0.187428571;;;;;;;;;;;;;;;;;;;;;;;
252;Min;0.178;42:41.1;;;;;;;;;;;;;;;;;;;;;;;;
252;Max;0.2229;42:41.2;;;;;;;;;;;;;;;;;;;;;;;;
253;Sample;0.1864;42:41.3;0.180310227;;;;;;;;;;;;;;;;;;;;;;;
253;Max;0.1864;42:41.3;;;;;;;;;;;;;;;;;;;;;;;;
253;Min;0.1777;42:47.2;;;;;;;;;;;;;;;;;;;;;;;;
254;Sample;0.1823;42:50.5;0.23323;;;;;;;;;;;;;;;;;;;;;;;
254;Min;0.1791;42:50.9;;;;;;;;;;;;;;;;;;;;;;;;
254;Max;0.6764;42:51.4;;;;;;;;;;;;;;;;;;;;;;;;
255;Sample;0.1788;42:51.6;0.180032584;;;;;;;;;;;;;;;;;;;;;;;
255;Max;0.1903;42:55.5;;;;;;;;;;;;;;;;;;;;;;;;
255;Min;0.1766;42:56.4;;;;;;;;;;;;;;;;;;;;;;;;
256;Sample;0.1785;43:00.9;0.234528571;;;;;;;;;;;;;;;;;;;;;;;
256;Min;0.1785;43:00.9;;;;;;;;;;;;;;;;;;;;;;;;
256;Max;0.4898;43:01.5;;;;;;;;;;;;;;;;;;;;;;;;
257;Sample;0.1879;43:01.6;0.180353933;;;;;;;;;;;;;;;;;;;;;;;
257;Max;0.192;43:03.1;;;;;;;;;;;;;;;;;;;;;;;;
257;Min;0.1761;43:06.5;;;;;;;;;;;;;;;;;;;;;;;;
258;Sample;0.1772;43:10.6;0.1799;;;;;;;;;;;;;;;;;;;;;;;
258;Min;0.1772;43:10.6;;;;;;;;;;;;;;;;;;;;;;;;
258;Max;0.1824;43:11.5;;;;;;;;;;;;;;;;;;;;;;;;
259;Sample;0.6034;43:11.6;0.45665;;;;;;;;;;;;;;;;;;;;;;;
259;Max;0.6034;43:11.6;;;;;;;;;;;;;;;;;;;;;;;;
259;Min;0.3099;43:11.7;;;;;;;;;;;;;;;;;;;;;;;;
260;Sample;0.1857;43:11.8;0.180273494;;;;;;;;;;;;;;;;;;;;;;;
260;Min;0.1773;43:16.4;;;;;;;;;;;;;;;;;;;;;;;;
260;Max;0.1885;43:18.4;;;;;;;;;;;;;;;;;;;;;;;;
261;Sample;0.1815;43:20.5;0.180441667;;;;;;;;;;;;;;;;;;;;;;;
261;Min;0.1778;43:20.9;;;;;;;;;;;;;;;;;;;;;;;;
261;Max;0.1825;43:21.6;;;;;;;;;;;;;;;;;;;;;;;;
262;Sample;0.836;43:21.7;0.5365;;;;;;;;;;;;;;;;;;;;;;;
262;Max;0.836;43:21.7;;;;;;;;;;;;;;;;;;;;;;;;
262;Min;0.237;43:21.8;;;;;;;;;;;;;;;;;;;;;;;;
263;Sample;0.1782;43:21.9;0.179751282;;;;;;;;;;;;;;;;;;;;;;;
263;Min;0.1768;43:22.6;;;;;;;;;;;;;;;;;;;;;;;;
263;Max;0.1877;43:24.4;;;;;;;;;;;;;;;;;;;;;;;;
264;Sample;0.1966;43:30.2;0.185825;;;;;;;;;;;;;;;;;;;;;;;
264;Max;0.1966;43:30.2;;;;;;;;;;;;;;;;;;;;;;;;
264;Min;0.1814;43:30.4;;;;;;;;;;;;;;;;;;;;;;;;
265;Sample;0.1805;43:30.6;0.180107692;;;;;;;;;;;;;;;;;;;;;;;
265;Min;0.1783;43:31.7;;;;;;;;;;;;;;;;;;;;;;;;
265;Max;0.1833;43:31.8;;;;;;;;;;;;;;;;;;;;;;;;
266;Sample;0.7357;43:31.9;0.47195;;;;;;;;;;;;;;;;;;;;;;;
266;Max;0.7357;43:31.9;;;;;;;;;;;;;;;;;;;;;;;;
266;Min;0.2082;43:32.0;;;;;;;;;;;;;;;;;;;;;;;;
267;Sample;0.1806;43:32.1;0.1794725;;;;;;;;;;;;;;;;;;;;;;;
267;Min;0.177;43:34.0;;;;;;;;;;;;;;;;;;;;;;;;
267;Max;0.1871;43:38.1;;;;;;;;;;;;;;;;;;;;;;;;
268;Sample;0.1776;43:40.6;0.179371429;;;;;;;;;;;;;;;;;;;;;;;
268;Min;0.1776;43:40.6;;;;;;;;;;;;;;;;;;;;;;;;
268;Max;0.1822;43:41.8;;;;;;;;;;;;;;;;;;;;;;;;
269;Sample;0.196;43:42.0;0.3081;;;;;;;;;;;;;;;;;;;;;;;
269;Min;0.196;43:42.0;;;;;;;;;;;;;;;;;;;;;;;;
269;Max;0.4202;43:42.1;;;;;;;;;;;;;;;;;;;;;;;;
270;Sample;0.1885;43:42.2;0.179747619;;;;;;;;;;;;;;;;;;;;;;;
270;Max;0.1885;43:42.2;;;;;;;;;;;;;;;;;;;;;;;;
270;Min;0.177;43:45.0;;;;;;;;;;;;;;;;;;;;;;;;
271;Sample;0.1774;43:50.6;0.179227273;;;;;;;;;;;;;;;;;;;;;;;
271;Min;0.1774;43:50.6;;;;;;;;;;;;;;;;;;;;;;;;
271;Max;0.1821;43:51.6;;;;;;;;;;;;;;;;;;;;;;;;
272;Sample;0.5214;43:52.1;0.37505;;;;;;;;;;;;;;;;;;;;;;;
272;Max;0.5214;43:52.1;;;;;;;;;;;;;;;;;;;;;;;;
272;Min;0.2287;43:52.2;;;;;;;;;;;;;;;;;;;;;;;;
273;Sample;0.1813;43:52.3;0.18000122;;;;;;;;;;;;;;;;;;;;;;;
273;Max;0.1861;43:55.0;;;;;;;;;;;;;;;;;;;;;;;;
273;Min;0.1773;43:56.3;;;;;;;;;;;;;;;;;;;;;;;;
274;Sample;0.1791;44:00.6;0.180504;;;;;;;;;;;;;;;;;;;;;;;
274;Min;0.1777;44:02.0;;;;;;;;;;;;;;;;;;;;;;;;
274;Max;0.1963;44:02.3;;;;;;;;;;;;;;;;;;;;;;;;
275;Sample;0.2029;44:03.1;0.2029;;;;;;;;;;;;;;;;;;;;;;;
275;Max;0.2029;44:03.1;;;;;;;;;;;;;;;;;;;;;;;;
275;Min;0.2029;44:03.1;;;;;;;;;;;;;;;;;;;;;;;;
276;Sample;0.1808;44:03.2;0.180467568;;;;;;;;;;;;;;;;;;;;;;;
276;Min;0.1779;44:04.1;;;;;;;;;;;;;;;;;;;;;;;;
276;Max;0.1863;44:04.8;;;;;;;;;;;;;;;;;;;;;;;;
277;Sample;0.602;44:07.3;0.602;;;;;;;;;;;;;;;;;;;;;;;
277;Max;0.602;44:07.3;;;;;;;;;;;;;;;;;;;;;;;;
277;Min;0.602;44:07.3;;;;;;;;;;;;;;;;;;;;;;;;
278;Sample;0.1953;44:07.4;0.179912903;;;;;;;;;;;;;;;;;;;;;;;
278;Max;0.1953;44:07.4;;;;;;;;;;;;;;;;;;;;;;;;
278;Min;0.177;44:08.1;;;;;;;;;;;;;;;;;;;;;;;;
279;Sample;0.1805;44:10.5;0.179816667;;;;;;;;;;;;;;;;;;;;;;;
279;Max;0.1825;44:10.8;;;;;;;;;;;;;;;;;;;;;;;;
279;Min;0.1784;44:11.5;;;;;;;;;;;;;;;;;;;;;;;;
280;Sample;0.2533;44:12.3;0.2533;;;;;;;;;;;;;;;;;;;;;;;
280;Max;0.2533;44:12.3;;;;;;;;;;;;;;;;;;;;;;;;
280;Min;0.2533;44:12.3;;;;;;;;;;;;;;;;;;;;;;;;
281;Sample;0.1851;44:12.4;0.179786667;;;;;;;;;;;;;;;;;;;;;;;
281;Max;0.1851;44:12.4;;;;;;;;;;;;;;;;;;;;;;;;
281;Min;0.1773;44:14.2;;;;;;;;;;;;;;;;;;;;;;;;
282;Sample;0.3459;44:17.4;0.35795;;;;;;;;;;;;;;;;;;;;;;;
282;Min;0.3459;44:17.4;;;;;;;;;;;;;;;;;;;;;;;;
282;Max;0.37;44:17.5;;;;;;;;;;;;;;;;;;;;;;;;
283;Sample;0.1848;44:17.6;0.18027;;;;;;;;;;;;;;;;;;;;;;;
283;Max;0.1857;44:17.8;;;;;;;;;;;;;;;;;;;;;;;;
283;Min;0.1772;44:19.7;;;;;;;;;;;;;;;;;;;;;;;;
284;Sample;0.1773;44:20.6;0.179610526;;;;;;;;;;;;;;;;;;;;;;;
284;Min;0.1773;44:20.6;;;;;;;;;;;;;;;;;;;;;;;;
284;Max;0.186;44:20.7;;;;;;;;;;;;;;;;;;;;;;;;
285;Sample;0.2164;44:22.5;0.2164;;;;;;;;;;;;;;;;;;;;;;;
285;Max;0.2164;44:22.5;;;;;;;;;;;;;;;;;;;;;;;;
285;Min;0.2164;44:22.5;;;;;;;;;;;;;;;;;;;;;;;;
286;Sample;0.1825;44:22.6;0.18054898;;;;;;;;;;;;;;;;;;;;;;;
286;Max;0.1873;44:24.0;;;;;;;;;;;;;;;;;;;;;;;;
286;Min;0.1774;44:26.0;;;;;;;;;;;;;;;;;;;;;;;;
287;Sample;0.6934;44:27.5;0.4561;;;;;;;;;;;;;;;;;;;;;;;
287;Max;0.6934;44:27.5;;;;;;;;;;;;;;;;;;;;;;;;
287;Min;0.2188;44:27.6;;;;;;;;;;;;;;;;;;;;;;;;
288;Sample;0.1836;44:27.7;0.1806625;;;;;;;;;;;;;;;;;;;;;;;
288;Max;0.1886;44:30.2;;;;;;;;;;;;;;;;;;;;;;;;
288;Min;0.1778;44:30.4;;;;;;;;;;;;;;;;;;;;;;;;
289;Sample;0.181;44:30.6;0.179925;;;;;;;;;;;;;;;;;;;;;;;
289;Min;0.1772;44:31.7;;;;;;;;;;;;;;;;;;;;;;;;
289;Max;0.1821;44:32.2;;;;;;;;;;;;;;;;;;;;;;;;
290;Sample;0.2026;44:32.6;0.180668627;;;;;;;;;;;;;;;;;;;;;;;
290;Max;0.2026;44:32.6;;;;;;;;;;;;;;;;;;;;;;;;
290;Min;0.1778;44:36.2;;;;;;;;;;;;;;;;;;;;;;;;
291;Sample;0.3482;44:37.7;0.3482;;;;;;;;;;;;;;;;;;;;;;;
291;Max;0.3482;44:37.7;;;;;;;;;;;;;;;;;;;;;;;;
291;Min;0.3482;44:37.7;;;;;;;;;;;;;;;;;;;;;;;;
292;Sample;0.1873;44:37.8;0.18032963;;;;;;;;;;;;;;;;;;;;;;;
292;Min;0.1774;44:38.0;;;;;;;;;;;;;;;;;;;;;;;;
292;Max;0.1878;44:40.1;;;;;;;;;;;;;;;;;;;;;;;;
293;Sample;0.1804;44:40.5;0.180038542;;;;;;;;;;;;;;;;;;;;;;;
293;Min;0.1771;44:43.4;;;;;;;;;;;;;;;;;;;;;;;;
293;Max;0.1902;44:44.6;;;;;;;;;;;;;;;;;;;;;;;;
294;Sample;0.1783;44:50.6;0.179813636;;;;;;;;;;;;;;;;;;;;;;;
294;Min;0.1783;44:50.6;;;;;;;;;;;;;;;;;;;;;;;;
294;Max;0.1839;44:51.8;;;;;;;;;;;;;;;;;;;;;;;;
295;Sample;0.6087;44:52.8;0.4562;;;;;;;;;;;;;;;;;;;;;;;
295;Max;0.6087;44:52.8;;;;;;;;;;;;;;;;;;;;;;;;
295;Min;0.3037;44:52.9;;;;;;;;;;;;;;;;;;;;;;;;
296;Sample;0.182;44:53.0;0.180067606;;;;;;;;;;;;;;;;;;;;;;;
296;Min;0.1774;44:55.6;;;;;;;;;;;;;;;;;;;;;;;;
296;Max;0.1892;44:59.6;;;;;;;;;;;;;;;;;;;;;;;;
297;Sample;0.1807;45:00.5;0.179995833;;;;;;;;;;;;;;;;;;;;;;;
297;Min;0.1775;45:01.0;;;;;;;;;;;;;;;;;;;;;;;;
297;Max;0.1837;45:02.4;;;;;;;;;;;;;;;;;;;;;;;;
298;Sample;0.8698;45:03.0;0.5692;;;;;;;;;;;;;;;;;;;;;;;
298;Max;0.8698;45:03.0;;;;;;;;;;;;;;;;;;;;;;;;
298;Min;0.2686;45:03.1;;;;;;;;;;;;;;;;;;;;;;;;
299;Sample;0.1849;45:03.2;0.179891429;;;;;;;;;;;;;;;;;;;;;;;
299;Max;0.1855;45:05.5;;;;;;;;;;;;;;;;;;;;;;;;
299;Min;0.1771;45:06.2;;;;;;;;;;;;;;;;;;;;;;;;
300;Sample;0.178;45:10.6;0.180136;;;;;;;;;;;;;;;;;;;;;;;
300;Max;0.1846;45:10.8;;;;;;;;;;;;;;;;;;;;;;;;
300;Min;0.1774;45:11.6;;;;;;;;;;;;;;;;;;;;;;;;
301;Sample;0.8734;45:13.1;0.5479;;;;;;;;;;;;;;;;;;;;;;;
301;Max;0.8734;45:13.1;;;;;;;;;;;;;;;;;;;;;;;;
301;Min;0.2224;45:13.2;;;;;;;;;;;;;;;;;;;;;;;;
302;Sample;0.1794;45:13.3;0.180044118;;;;;;;;;;;;;;;;;;;;;;;
302;Min;0.1769;45:18.2;;;;;;;;;;;;;;;;;;;;;;;;
302;Max;0.1849;45:19.8;;;;;;;;;;;;;;;;;;;;;;;;
303;Sample;0.1786;45:20.6;0.180037037;;;;;;;;;;;;;;;;;;;;;;;
303;Max;0.1851;45:20.8;;;;;;;;;;;;;;;;;;;;;;;;
303;Min;0.1775;45:22.7;;;;;;;;;;;;;;;;;;;;;;;;
304;Sample;0.6249;45:23.3;0.6249;;;;;;;;;;;;;;;;;;;;;;;
304;Max;0.6249;45:23.3;;;;;;;;;;;;;;;;;;;;;;;;
304;Min;0.6249;45:23.3;;;;;;;;;;;;;;;;;;;;;;;;
305;Sample;0.1942;45:23.4;0.180167606;;;;;;;;;;;;;;;;;;;;;;;
305;Max;0.1942;45:23.4;;;;;;;;;;;;;;;;;;;;;;;;
305;Min;0.1759;45:28.3;;;;;;;;;;;;;;;;;;;;;;;;
306;Sample;0.1811;45:30.5;0.180141667;;;;;;;;;;;;;;;;;;;;;;;
306;Min;0.1782;45:31.1;;;;;;;;;;;;;;;;;;;;;;;;
306;Max;0.1856;45:31.8;;;;;;;;;;;;;;;;;;;;;;;;
307;Sample;0.3034;45:33.3;0.32545;;;;;;;;;;;;;;;;;;;;;;;
307;Min;0.3034;45:33.3;;;;;;;;;;;;;;;;;;;;;;;;
307;Max;0.3475;45:33.4;;;;;;;;;;;;;;;;;;;;;;;;
308;Sample;0.1852;45:33.5;0.179812245;;;;;;;;;;;;;;;;;;;;;;;
308;Max;0.1858;45:34.0;;;;;;;;;;;;;;;;;;;;;;;;
308;Min;0.177;45:35.6;;;;;;;;;;;;;;;;;;;;;;;;
309;Sample;0.2257;45:38.5;0.2257;;;;;;;;;;;;;;;;;;;;;;;
309;Max;0.2257;45:38.5;;;;;;;;;;;;;;;;;;;;;;;;
309;Min;0.2257;45:38.5;;;;;;;;;;;;;;;;;;;;;;;;
310;Sample;0.1832;45:38.6;0.17961;;;;;;;;;;;;;;;;;;;;;;;
310;Max;0.1862;45:38.8;;;;;;;;;;;;;;;;;;;;;;;;
310;Min;0.1771;45:40.4;;;;;;;;;;;;;;;;;;;;;;;;
311;Sample;0.1791;45:40.6;0.179886207;;;;;;;;;;;;;;;;;;;;;;;
311;Min;0.1772;45:41.0;;;;;;;;;;;;;;;;;;;;;;;;
311;Max;0.1844;45:41.8;;;;;;;;;;;;;;;;;;;;;;;;
312;Sample;0.6826;45:43.5;0.4582;;;;;;;;;;;;;;;;;;;;;;;
312;Max;0.6826;45:43.5;;;;;;;;;;;;;;;;;;;;;;;;
312;Min;0.2338;45:43.6;;;;;;;;;;;;;;;;;;;;;;;;
313;Sample;0.1796;45:43.7;0.180067188;;;;;;;;;;;;;;;;;;;;;;;
313;Min;0.1771;45:47.0;;;;;;;;;;;;;;;;;;;;;;;;
313;Max;0.1988;45:48.6;;;;;;;;;;;;;;;;;;;;;;;;
314;Sample;0.1787;45:50.5;0.179980645;;;;;;;;;;;;;;;;;;;;;;;
314;Max;0.1846;45:51.0;;;;;;;;;;;;;;;;;;;;;;;;
314;Min;0.1776;45:52.6;;;;;;;;;;;;;;;;;;;;;;;;
315;Sample;0.4975;45:53.7;0.4975;;;;;;;;;;;;;;;;;;;;;;;
315;Max;0.4975;45:53.7;;;;;;;;;;;;;;;;;;;;;;;;
315;Min;0.4975;45:53.7;;;;;;;;;;;;;;;;;;;;;;;;
316;Sample;0.1936;45:53.8;0.179817778;;;;;;;;;;;;;;;;;;;;;;;
316;Max;0.1936;45:53.8;;;;;;;;;;;;;;;;;;;;;;;;
316;Min;0.1772;45:57.6;;;;;;;;;;;;;;;;;;;;;;;;
317;Sample;0.2347;45:58.7;0.2347;;;;;;;;;;;;;;;;;;;;;;;
317;Max;0.2347;45:58.7;;;;;;;;;;;;;;;;;;;;;;;;
317;Min;0.2347;45:58.7;;;;;;;;;;;;;;;;;;;;;;;;
318;Sample;0.1859;45:58.8;0.179983333;;;;;;;;;;;;;;;;;;;;;;;
318;Max;0.1859;45:58.8;;;;;;;;;;;;;;;;;;;;;;;;
318;Min;0.1775;45:59.0;;;;;;;;;;;;;;;;;;;;;;;;
319;Sample;0.18;46:00.6;0.179870968;;;;;;;;;;;;;;;;;;;;;;;
319;Max;0.1853;46:01.8;;;;;;;;;;;;;;;;;;;;;;;;
319;Min;0.1773;46:03.4;;;;;;;;;;;;;;;;;;;;;;;;
320;Sample;0.5205;46:03.7;0.3785;;;;;;;;;;;;;;;;;;;;;;;
320;Max;0.5205;46:03.7;;;;;;;;;;;;;;;;;;;;;;;;
320;Min;0.2365;46:03.8;;;;;;;;;;;;;;;;;;;;;;;;
321;Sample;0.1786;46:03.9;0.180287097;;;;;;;;;;;;;;;;;;;;;;;
321;Max;0.1946;46:08.9;;;;;;;;;;;;;;;;;;;;;;;;
321;Min;0.177;46:10.4;;;;;;;;;;;;;;;;;;;;;;;;
322;Sample;0.1795;46:10.6;0.179950602;;;;;;;;;;;;;;;;;;;;;;;
322;Min;0.1772;46:11.0;;;;;;;;;;;;;;;;;;;;;;;;
322;Max;0.1891;46:17.1;;;;;;;;;;;;;;;;;;;;;;;;
